,class,family,name_vi,order,species,url
359,Cây thuốc,,Dong sậy,Gừng Zingiberales,Donax cannaeformis,./chitiet.php?page=8&loai=2&ID=2172
360,Cây gỗ trung bình,Thầu dầu Euphorbiaceae,Du lông,Thầu dầu Euphorbiales,Baccaurea harmandii,./chitiet.php?page=9&loai=2&ID=2504
361,Cây gỗ lớn,Thông Pinaceae,Du sam đá vôi,Thông Pinales,Keteleeria davidiana,./chitiet.php?page=9&loai=2&ID=3325
362,Cây gỗ lớn,Thôi ba Alangiaceae,Du sam núi đất,Thông Pinales,Keteleeria evelyniana,./chitiet.php?page=9&loai=2&ID=3327
363,Cây gỗ trung bình,Dâu tằm Moraceae,Duối,Gai Urticales,Streblus asper,./chitiet.php?page=9&loai=2&ID=2484
364,Cây leo thân gỗ,Thiên lý Asclepiadaceae,Dy gốt,Long đởm Gentianales,Zygostelma benthamii,./chitiet.php?page=9&loai=2&ID=3723
365,Cây gỗ lớn,Cà phê Rubiaceae,Gáo,Long đởm Gentianales,Anthocephalus indicus,./chitiet.php?page=9&loai=2&ID=2496
366,Cây gỗ lớn,Cà phê Rubiaceae,Gáo tròn,Long đởm Gentianales,Adina cordifolia,./chitiet.php?page=9&loai=2&ID=3006
367,Cây gỗ trung bình,Cà phê Rubiaceae,Gáo viên,Long đởm Gentianales,Nauclea orientalis,./chitiet.php?page=9&loai=2&ID=2469
368,Cây thuốc,Gừng Zingiberaceae,Gừng đen lá tím,Gừng Zingiberales,Distichochlamys orlowii,./chitiet.php?page=9&loai=2&ID=3986
369,Cây gỗ trung bình,Xoan Meliaceae,Gội mũm,Cam Rutales,Aglaia cucullata,./chitiet.php?page=9&loai=2&ID=3751
370,Cây gỗ lớn,Xoan Meliaceae,Gội nếp,Cam Rutales,Aglaia spectabilis,./chitiet.php?page=9&loai=2&ID=2271
371,Cây gỗ lớn,Gạo Bombacaceae,Gòn,Bông Malvales,Ceiba pentandra,./chitiet.php?page=9&loai=2&ID=3377
372,Cây gỗ nhỏ,Cà phê Rubiaceae,Găng trắng,Long đởm Gentianales,Catunaregam tomentosa,./chitiet.php?page=9&loai=2&ID=2285
373,Cây gỗ nhỏ,Mùng quân Flacourtiaceae,Gai bôm giả,Hoa tím Violales,Hemiscolopia trimera,./chitiet.php?page=9&loai=2&ID=3103
374,Cây thuốc,Thiên lý Asclepiadaceae,Gai lân,Long đởm Gentianales,Atherolepis pierrei,./chitiet.php?page=9&loai=2&ID=3716
375,Cây gỗ trung bình,Tật lê Zygophyllaceae,Gai ma vương,Cam Rutales,Tribulus terrestris,./chitiet.php?page=9&loai=2&ID=3207
376,Cây gỗ nhỏ,Thứ mạt Salvadoraceae,Gai me,Dây gối Celastrales,Azima sarmentosa,./chitiet.php?page=9&loai=2&ID=3029
377,Cây leo thân gỗ,Dây gắm Gnetaceae,Gắm đẹp,Dây gắm Gnetales,Gnetum formosum,./chitiet.php?page=9&loai=2&ID=2571
378,Cây leo thân gỗ,Dây gắm Gnetaceae,Gắm chùm to,Dây gắm Gnetales,Gnetum macrostachyum,./chitiet.php?page=9&loai=2&ID=2481
379,Cây thuốc,Dây gắm Gnetaceae,Gắm cuống dài,Dây gắm Gnetales,Gnetum leptostachyum,./chitiet.php?page=9&loai=2&ID=3460
380,Cây thuốc,Dây gắm Gnetaceae,Gắm dây,Dây gắm Gnetales,Gnetum gnemon var. gnemon,./chitiet.php?page=9&loai=2&ID=3570
381,Cây thuốc,Dây gắm Gnetaceae,Gắm núi cao,Dây gắm Gnetales,Gnetum montanum,./chitiet.php?page=9&loai=2&ID=3571
382,Cây gỗ lớn,Đậu Fabaceae,Gõ đỏ,Đậu Fabales,Afzelia xylocarpa,./chitiet.php?page=9&loai=2&ID=3009
383,Cây gỗ trung bình,Đậu Fabaceae,Gõ biển,Đậu Fabales,Sindora maritima,./chitiet.php?page=9&loai=2&ID=2074
384,Cây gỗ lớn,Đậu Fabaceae,Gõ lau,Đậu Fabales,Sindora tonkinensis,./chitiet.php?page=9&loai=2&ID=3277
385,Cây gỗ lớn,Đậu Fabaceae,Gõ mật,Đậu Fabales,Sindora siamensis,./chitiet.php?page=9&loai=2&ID=3276
386,Cây gỗ lớn,Đậu Fabaceae,Gõ nước,Đậu Fabales,Insia bijuga,./chitiet.php?page=9&loai=2&ID=3526
387,Cây gỗ trung bình,Ghi Viscaceae,Ghi đông dương,Đàn hương Santalales,Viscum indosinense,./chitiet.php?page=9&loai=2&ID=3213
388,Cây ngập mặn,Thầu dầu Euphorbiaceae,Giá,Thầu dầu Euphorbiales,Excoecaria agallocha,./chitiet.php?page=9&loai=2&ID=2531
389,Cây gỗ nhỏ,Na Annonaceae,Giác đế bân,Na Annonales,Goniothalamus banii,./chitiet.php?page=9&loai=2&ID=2455
390,Cây gỗ nhỏ,Na Annonaceae,Giác đế hoa trắng,Na Annonales,Goniothalamus albiflorus,./chitiet.php?page=9&loai=2&ID=2202
391,Cây gỗ trung bình,Na Annonaceae,Giác đế hoa xanh,Na Annonales,Goniothalamus flagellistylus,./chitiet.php?page=9&loai=2&ID=3712
392,Cây gỗ nhỏ,Na Annonaceae,Giác đế tam đảo,Na Annonales,Goniothalamus takhtajanii,./chitiet.php?page=9&loai=2&ID=3097
393,Cây gỗ nhỏ,Na Annonaceae,Giác đế trung hoa,Na Annonales,Goniothalamus chinensis,./chitiet.php?page=9&loai=2&ID=3095
394,Cây gỗ lớn,Đậu Fabaceae,Giáng hương ấn,Đậu Fabales,Pterocarpus indicus,./chitiet.php?page=9&loai=2&ID=3360
395,Cây gỗ lớn,Đậu Fabaceae,Giáng hương trái to,Đậu Fabales,Pterocarpus macrocarpus,./chitiet.php?page=9&loai=2&ID=3272
396,Cây gỗ lớn,Ngọc lan Magnoliaceae,Giổi găng,Ngọc lan Magnoliales,Paramichelia baillonii,./chitiet.php?page=9&loai=2&ID=3771
397,Cây gỗ trung bình,Ngọc lan Magnoliaceae,Giổi lông,Ngọc lan Magnoliales,Michelia balansae,./chitiet.php?page=9&loai=2&ID=3791
398,Cây gỗ lớn,Ngọc lan Magnoliaceae,Giổi lông hung,Ngọc lan Magnoliales,Paramichelia braianensis,./chitiet.php?page=9&loai=2&ID=3790
399,Cây gỗ trung bình,Ngọc lan Magnoliaceae,Giổi thơm,Ngọc lan Magnoliales,Tsoongiodendron odorum,./chitiet.php?page=9&loai=2&ID=3209
400,Cây gỗ trung bình,Na Annonaceae,Giền trắng,Na Annonales,Xylopia pierrei,./chitiet.php?page=9&loai=2&ID=3216
401,Cây gỗ lớn,Mùng quân Flacourtiaceae,Giang bịu tím,Hoa tím Violales,Gynocardia odorata,./chitiet.php?page=9&loai=2&ID=3830
402,Cây gỗ trung bình,Bồ hòn Sapindaceae,Giao linh,Bồ hòn Sapindales,Zollingeria dongnaiensis,./chitiet.php?page=9&loai=2&ID=3218
403,Cây gỗ lớn,Giẻ Fagaceae,Giẻ lá to,Giẻ Fagales,Lithocarpus gigantophylla,./chitiet.php?page=9&loai=2&ID=3785
404,Cây gỗ trung bình,Na Annonaceae,Giẻ nam bộ,Na Annonales,Desmos cochinchinensis,./chitiet.php?page=9&loai=2&ID=2518
405,Cây thuốc,Bầu bi Cucurbitaceae,Giảo cổ lam,Bầu bí Cucurbitales,Gynostemma pentaphyllum,./chitiet.php?page=10&loai=2&ID=3432
406,Cây gỗ nhỏ,Sim Myrtaceae,Gioi,Sim Myrtales,Syzygium jambos,./chitiet.php?page=10&loai=2&ID=3507
407,Cây gỗ nhỏ,Trúc đào Apocynaceae,Giom hòn bà,Long đởm Gentianales,Melodinus honbaensis,./chitiet.php?page=10&loai=2&ID=3697
408,Cây leo thân gỗ,Trúc đào Apocynaceae,Giom lá chụm,Long đởm Gentianales,Melodinus erianthus,./chitiet.php?page=10&loai=2&ID=3696
409,Cây thuốc,Rau răm Polygonaceae,Hà thủ ô đỏ,Rau răm Polygonales,Fallopia multiflora,./chitiet.php?page=10&loai=2&ID=3089
410,Cây thuốc,Thiên lý Asclepiadaceae,Hà thủ ô trắng,Long đởm Gentianales,Streptocaulon juventas,./chitiet.php?page=10&loai=2&ID=2086
411,Cây gỗ trung bình,Hoa mõm chó Scrophulariaceae,Hông,Hoa mõm sói Scrophulariales,Paulownia frotunei,./chitiet.php?page=10&loai=2&ID=3371
412,Cây thân rỗng,Cau Arecaceae,Hèo sợi to,Cau Arecales,Guihaia grossefibrosa,./chitiet.php?page=10&loai=2&ID=3258
413,Cây phụ sinh,Thiên lý Asclepiadaceae,Hồ da lá xoan,Long đởm Gentianales,Hoya pseudovalifolia,./chitiet.php?page=10&loai=2&ID=3727
414,Cây phụ sinh,Thiên lý Asclepiadaceae,Hồ da nhỏ,Long đởm Gentianales,Hoya minima,./chitiet.php?page=10&loai=2&ID=3713
415,Cây gỗ nhỏ,Bồ đề Styracaceae,Hồ mộc hoa thưa,Thị Ebenales,Huodendron parviflorum,./chitiet.php?page=10&loai=2&ID=3107
416,Cây gỗ nhỏ,Hồi Illiciaceae,Hồi đá vôi,Hồi Illiciales,Illicium difengpi,./chitiet.php?page=10&loai=2&ID=3312
417,Cây thuốc,Râu hùm Taccaceae,Hồi đầu,Râu hùm Taccales,Tacca plantaginea,./chitiet.php?page=10&loai=2&ID=3435
418,Cây gỗ nhỏ,Hồi Illiciaceae,Hồi chè,Hồi Illiciales,Illicium ternstroemioides,./chitiet.php?page=10&loai=2&ID=3110
419,Cây gỗ nhỏ,Hồi Illiciaceae,Hồi lá nhỏ,Hồi Illiciales,Illicium parvifolium,./chitiet.php?page=10&loai=2&ID=3109
420,Cây thuốc,Hoa mõm chó Scrophulariaceae,Hồi nước,Hoa mõm sói Scrophulariales,Limnophila rugosa,./chitiet.php?page=10&loai=2&ID=3119
421,Cây gỗ nhỏ,Hồi Illiciaceae,Hồi phăng si păng,Hồi Illiciales,Illicium tsaii,./chitiet.php?page=10&loai=2&ID=3111
422,Cây gỗ trung bình,Thị Ebenaceae,Hồng,Thị Ebenales,Diospyros kaki,./chitiet.php?page=10&loai=2&ID=2461
423,Cây thuốc,Cam Rutaceae,Hồng bì,Cam Rutales,Clausena lansium,./chitiet.php?page=10&loai=2&ID=3428
424,Cây gỗ nhỏ,Cam Rutaceae,Hồng bì rừng,Cam Rutales,Clausena duniana,./chitiet.php?page=10&loai=2&ID=2278
425,Cây gỗ lớn,Hồng quang Rhodoleiaceae,Hồng quang,Sau sau Hamamelidales,Rhodoleia championii,./chitiet.php?page=10&loai=2&ID=3274
426,Cây thuốc,Đậu Fabaceae,Hòe bắc bộ,Đậu Fabales,Sophora tonkinensis,./chitiet.php?page=10&loai=2&ID=3784
427,Cây ngập mặn,Hếp Goodeniaceae,Hếp,Cúc Asterales,Scaevola taccada,./chitiet.php?page=10&loai=2&ID=3671
428,Cây cảnh,Chè Theaceae,Hải đường,Chè Theales,Camellia amplexicaulis,./chitiet.php?page=10&loai=2&ID=3579
429,Cây ngập mặn,Sam biển Aizoaceae,Hải châu,Cẩm chướng Caryophyllales,Sesuvium portulacastrum,./chitiet.php?page=10&loai=2&ID=2344
430,Cây thuốc,Hoa môi Laminaceae,Húng chanh,Hoa môi Lamiales,Plectranthus amboinicus,./chitiet.php?page=10&loai=2&ID=2139
431,Cây thuốc,Tóc tiên Convallariaceae,Hương bài,Măng tây Asparagales,Dianella ensifolia,./chitiet.php?page=10&loai=2&ID=3469
432,Cây gỗ trung bình,Anh thảo Primulaceae,Hoa báo xuân sapa,Anh thảo Primulalales,Primula chapaensis,./chitiet.php?page=10&loai=2&ID=3164
433,Cây gỗ nhỏ,Đậu Fabaceae,Hoa ban trắng,Đậu Fabales,Bauhinia variegata,./chitiet.php?page=10&loai=2&ID=2410
434,Cây gỗ trung bình,Ô rô Acanthaceae,Hoa cánh dài,Hoa mõm sói Scrophulariales,Psiloesthes elongata,./chitiet.php?page=10&loai=2&ID=3165
435,Cây thuốc,Ô rô Acanthaceae,Hoa chông vàng,Hoa mõm sói Scrophulariales,Barleria prionotis,./chitiet.php?page=10&loai=2&ID=3617
436,Cây gỗ trung bình,Cà phê Rubiaceae,Hoa chuông núi,Long đởm Gentianales,Rothmannia eucodon,./chitiet.php?page=10&loai=2&ID=3634
437,Cây gỗ nhỏ,Đỗ quyên Ericaceae,Hoa khế,Đỗ quyên Ericales,Craibiodendron scleranthum,./chitiet.php?page=10&loai=2&ID=3062
438,Cây thuốc,Hoa môi Laminaceae,Hoa ki nô,Hoa môi Lamiales,Kinostemon ornatum,./chitiet.php?page=10&loai=2&ID=3115
439,Cây phụ sinh,Rau tai voi Gesneriaceae,Hoa ki nhọn,Hoa mõm sói Scrophulariales,Aeschynanthus acuminata,./chitiet.php?page=10&loai=2&ID=3553
440,Cây gỗ lớn,Hoàng đàn Cupressaceae,Hoàng đàn,Hoàng đàn Cupressales,Cupressus torulosa,./chitiet.php?page=10&loai=2&ID=3318
441,Cây gỗ lớn,Hoàng đàn Cupressaceae,Hoàng đàn giả,Kim giao Podocarpales,Dacrydium pierei,./chitiet.php?page=10&loai=2&ID=3322
442,Cây gỗ lớn,Hoàng đàn Cupressaceae,Hoàng đàn rủ,Hoàng đàn Cupressales,Cupressus funebris,./chitiet.php?page=10&loai=2&ID=3317
443,Cây thuốc,Tiết dê Menispermaceae,Hoàng đằng,Mao lương Ranunculales,Fibraurea recisa,./chitiet.php?page=10&loai=2&ID=3091
444,Cây thuốc,Mao lương Ranunculaceae,Hoàng liên,Mao lương Ranunculales,Coptis chinensis,./chitiet.php?page=10&loai=2&ID=3059
445,Cây thuốc,Hoàng mộc Berberidaceae,Hoàng liên ô rô,Mao lương Ranunculales,Mahonia bealei,./chitiet.php?page=10&loai=2&ID=3129
446,Cây thuốc,Hoàng mộc Berberidaceae,Hoàng liên ba gai,Mao lương Ranunculales,Berberis wallichiana,./chitiet.php?page=10&loai=2&ID=3035
447,Cây thuốc,Mao lương Ranunculaceae,Hoàng liên chân gà,Mao lương Ranunculales,Coptis quinquesecta,./chitiet.php?page=10&loai=2&ID=3060
448,Cây thuốc,Hoàng mộc Berberidaceae,Hoàng liên gai,Mao lương Ranunculales,Berberis juliane,./chitiet.php?page=10&loai=2&ID=3034
449,Cây thuốc,Hoàng mộc Berberidaceae,Hoàng liên nhật,Mao lương Ranunculales,Mahonia japonica,./chitiet.php?page=10&loai=2&ID=3130
450,Cây gỗ lớn,Đậu Fabaceae,Hoàng linh,Đậu Fabales,Peltophorum dasyrrhachis,./chitiet.php?page=11&loai=2&ID=2265
451,Cây phụ sinh,Phong lan Orchidaceae,Hoàng thảo nam bộ,Phong lan Orchidales,Dendrobium simondii,./chitiet.php?page=11&loai=2&ID=3871
452,Cây thuốc,Tóc tiên Convallariaceae,Hoàng tinh hoa đỏ,Măng tây Asparagales,Polygonatum kingianum,./chitiet.php?page=11&loai=2&ID=3281
453,Cây thuốc,Tóc tiên Convallariaceae,Hoàng tinh hoa trắng,Măng tây Asparagales,Disporopsis longifolia,./chitiet.php?page=11&loai=2&ID=3253
454,Cây thuốc,Cúc Asteraceae,Hoa riu,Cúc Asterales,Colobogyne langbianensis,./chitiet.php?page=11&loai=2&ID=3057
455,Cây thuốc,Mộc hương Aristolochiaceae,Hoa tiên,Mộc hương Aristolochiales,Asarum glabrum,./chitiet.php?page=11&loai=2&ID=3689
456,Cây thuốc,Mộc hương Aristolochiaceae,Hoa tiên lớn,Mộc hương Aristolochiales,Asarum maximum,./chitiet.php?page=11&loai=2&ID=3027
457,Cây thuốc,Đậu Fabaceae,Hoè,Đậu Fabales,Sophora japonica,./chitiet.php?page=11&loai=2&ID=3618
458,Cây gỗ lớn,Trôm Sterculiaceae,Huỷnh lá nhỏ,Bông Malvales,Tarrietia parvifolia,./chitiet.php?page=11&loai=2&ID=3198
459,Cây gỗ lớn,Xoan Meliaceae,Huỳnh đàn lá đối,Cam Rutales,Dysoxylum carolinae,./chitiet.php?page=11&loai=2&ID=3757
460,Cây gỗ lớn,Xoan Meliaceae,Huỳnh đường,Cam Rutales,Dysoxylum loureiri,./chitiet.php?page=11&loai=2&ID=3803
461,Cây leo thân gỗ,Na Annonaceae,Huyệt hùng việt nam,Na Annonales,Cyathostemma vietnamense,./chitiet.php?page=11&loai=2&ID=3066
462,Cây thuốc,Hoa mõm chó Scrophulariaceae,Huyển sâm,Hoa mõm sói Scrophulariales,Scrophularia ningpoensis,./chitiet.php?page=11&loai=2&ID=3455
463,Cây gỗ trung bình,Huyết đằng Sargentodoxaceae,Huyết đằng,Mao lương Ranunculales,Sargentodoxa cuneata,./chitiet.php?page=11&loai=2&ID=3176
464,Cây thuốc,Cá đù Sciaenidae,Huyết dụ,Hành Liliales,Cordyline terminnalis,./chitiet.php?page=11&loai=2&ID=3528
465,Cây thuốc,Cá ngát Plotosidae,Huyết giác cam bốt,Hành Liliales,Dracaena cambodiana,./chitiet.php?page=11&loai=2&ID=3683
466,Cây cảnh,Trúc đào Apocynaceae,Kèn núi bà đen,Long đởm Gentianales,Beaumontia murtonii,./chitiet.php?page=11&loai=2&ID=3670
467,Cây cảnh,Nê thảo Butomaceae,Kèo nèo,Nê thảo Butomales,Limmocharis flava,./chitiet.php?page=11&loai=2&ID=2169
468,Cây thuốc,Cúc Asteraceae,Ké đầu ngựa,Cúc Asterales,Xanthium strumarlum,./chitiet.php?page=11&loai=2&ID=2340
469,Cây thuốc,Bông Malvaceae,Ké hoa đào,Bông Malvales,Urena lobata,./chitiet.php?page=11&loai=2&ID=3763
470,Cây thuốc,Bông Malvaceae,Ké trơn,Bông Malvales,Pavonia rigida,./chitiet.php?page=11&loai=2&ID=2327
471,Cây gỗ lớn,Kơ nia Irvingiaceae,Kơ nia,Cam Rutales,Irvingia malayana,./chitiet.php?page=11&loai=2&ID=3113
472,Cây gỗ trung bình,Đậu Fabaceae,Keo biển,Đậu Fabales,Acacia oraria,./chitiet.php?page=11&loai=2&ID=3548
473,Cây gỗ nhỏ,Đậu Fabaceae,Keo dậu,Đậu Fabales,Leucaena leucocephala,./chitiet.php?page=11&loai=2&ID=2547
474,Cây gỗ trung bình,Long não Lauraceae,Kháo lá bắc to,Long não Laurales,Machilus grandibracteata,./chitiet.php?page=11&loai=2&ID=3124
475,Cây gỗ trung bình,Long não Lauraceae,Kháo lá to,Long não Laurales,Machilus grandifolia,./chitiet.php?page=11&loai=2&ID=3125
476,Cây gỗ lớn,Long não Lauraceae,Kháo xanh,Long não Laurales,Cinnadenia paniculata,./chitiet.php?page=11&loai=2&ID=3051
477,Cây thuốc,Thầu dầu Euphorbiaceae,Khổ sâm bắc bộ,Thầu dầu Euphorbiales,Croton tonkinensis,./chitiet.php?page=11&loai=2&ID=3470
478,Cây thuốc,Khúc khắc Smilacaceae,Khúc khắc,Khúc khắc Smilacales,Heterosmilax gandichaudiana,./chitiet.php?page=11&loai=2&ID=3445
479,Cây thuốc,Ráy Araceae,Khoai thơm lá ráy,Ráy Areales,Steudnera colocasiaefolia,./chitiet.php?page=11&loai=2&ID=3295
480,Cây thuốc,Khuyết lá thông Psilotaceae,Khuyết lá thông,Khuyết lá thông Psilotales,Psilotum nudum,./chitiet.php?page=11&loai=2&ID=3338
481,Cây gỗ nhỏ,Long não Lauraceae,Khuyết nhị hải nam,Long não Laurales,Endiandra hainanensis,./chitiet.php?page=11&loai=2&ID=3080
482,Cây gỗ lớn,Dầu Dipterocarpaceae,Kiền kiền phú quốc,Bông Malvales,Hopea pierrei,./chitiet.php?page=11&loai=2&ID=3106
483,Cây leo thân gỗ,Thiên lý Asclepiadaceae,Kiền tím,Long đởm Gentianales,Campestigma purpurea,./chitiet.php?page=11&loai=2&ID=3714
484,Cây gỗ nhỏ,Ngọc lan Magnoliaceae,Kiêu hùng,Ngọc lan Magnoliales,Alcimandra cathcartii,./chitiet.php?page=11&loai=2&ID=3766
485,Cây thuốc,Khúc khắc Smilacaceae,Kim cang nhiều tán,Khúc khắc Smilacales,Smilax elegantissima,./chitiet.php?page=11&loai=2&ID=3288
486,Cây thuốc,Khúc khắc Smilacaceae,Kim cang petelot,Khúc khắc Smilacales,Smilax petelotii,./chitiet.php?page=11&loai=2&ID=3290
487,Cây thuốc,Khúc khắc Smilacaceae,Kim cang poilane,Khúc khắc Smilacales,Smilax poilanei,./chitiet.php?page=11&loai=2&ID=3291
488,Cây gỗ lớn,Kim giao Podocarpaceae,Kim giao,Kim giao Podocarpales,Podocarpus fleuryi,./chitiet.php?page=11&loai=2&ID=3328
489,Cây gỗ lớn,Kim giao Podocarpaceae,Kim giao giả,Kim giao Podocarpales,Nageia wallichiana,./chitiet.php?page=11&loai=2&ID=3329
490,Cây thuốc,Cơm cháy Caprifoliaceae,Kim ngân,Tục đoạn Dipsacales,Lonicera japonica,./chitiet.php?page=11&loai=2&ID=2566
491,Cây thuốc,Cơm cháy Caprifoliaceae,Kim ngân lá to,Tục đoạn Dipsacales,Lonicera hildebrandiana,./chitiet.php?page=11&loai=2&ID=3739
492,Cây thuốc,Cơm cháy Caprifoliaceae,Kim ngân rừng,Tục đoạn Dipsacales,Lonicera bournei,./chitiet.php?page=11&loai=2&ID=3746
493,Cây thuốc,Cam Rutaceae,Kim quýt,Cam Rutales,Triphasia trifolia,./chitiet.php?page=11&loai=2&ID=2339
494,Cây thuốc,Đậu Fabaceae,Kim tiền thảo,Đậu Fabales,Desmodium styracifolium,./chitiet.php?page=11&loai=2&ID=3902
495,Cây thuốc,Hoa môi Laminaceae,Kinh giới bông,Hoa môi Lamiales,Elsholtzia communis,./chitiet.php?page=12&loai=2&ID=3821
496,Cây thuốc,Thanh giáp Helwingiaceae,Lá dâng hoa himalaya,Hoa tán Apiales,Helwingia himalaica,./chitiet.php?page=12&loai=2&ID=3831
497,Cây thuốc,Thanh giáp Helwingiaceae,Lá dâng hoa nhật,Hoa tán Apiales,Helwingia japonica,./chitiet.php?page=12&loai=2&ID=3102
498,Cây gỗ nhỏ,Bồ đề Styracaceae,Lá dương đỏ,Thị Ebenales,Alniphyllum eberhartii,./chitiet.php?page=12&loai=2&ID=3011
499,Cây gỗ nhỏ,Đơn nem Myrsinaceae,Lá khôi,Anh thảo Primulalales,Ardisia silvestris,./chitiet.php?page=12&loai=2&ID=3020
500,Cây thuốc,Đơn nem Myrsinaceae,Lá khôi lông,Anh thảo Primulalales,Ardisia mamillata,./chitiet.php?page=12&loai=2&ID=3018
501,Cây thuốc,Đơn nem Myrsinaceae,Lá khôi thân ngắn,Anh thảo Primulalales,Ardisia brevicaulis,./chitiet.php?page=12&loai=2&ID=3019
502,Cây gỗ trung bình,Mã tiền Loganiaceae,Lá ngón,Long đởm Gentianales,Gelsemium elegans,./chitiet.php?page=12&loai=2&ID=3654
503,Cây gỗ lớn,Cáng lò Betulaceae,Lá răng kép,Cáng lò Betulales,Carpinus viminea,./chitiet.php?page=12&loai=2&ID=3674
504,Cây gỗ lớn,Xoan Meliaceae,Lát hoa,Cam Rutales,Chukrasia tabularis,./chitiet.php?page=12&loai=2&ID=2445
505,Cây hoại sinh,Lệ dương Orobanchaceae,Lệ dương,Hoa môi Lamiales,Aeginetia indica,./chitiet.php?page=12&loai=2&ID=3477
506,Cây cảnh,Lựu Punicaceae,Lựu,Lô biên Lobeliales,Punica granatum,./chitiet.php?page=12&loai=2&ID=2219
507,Cây thuốc,Đậu Fabaceae,Lục lạc mũi mác,Đậu Fabales,Crotalaria anagyroides,./chitiet.php?page=12&loai=2&ID=2574
508,Cây thuốc,Đậu Fabaceae,Lục lạc năm lá,Đậu Fabales,Crotalaria quinquefoia,./chitiet.php?page=12&loai=2&ID=2579
509,Cây thuốc,Đậu Fabaceae,Lục lạc nhỏ,Đậu Fabales,Crotalaria verrucosa,./chitiet.php?page=12&loai=2&ID=2578
510,Cây thuốc,Đậu Fabaceae,Lục lạc sợi,Đậu Fabales,Crotalaria juncea,./chitiet.php?page=12&loai=2&ID=2576
511,Cây thuốc,Đậu Fabaceae,Lục lạc sét,Đậu Fabales,Crotalaria ferruginea,./chitiet.php?page=12&loai=2&ID=2575
512,Cây thuốc,Đậu Fabaceae,Lục lạc tù,Đậu Fabales,Crotalaria retusa,./chitiet.php?page=12&loai=2&ID=2577
513,Cây thuốc,Đậu Fabaceae,Lục lạc trắng,Đậu Fabales,Crotalaria albida,./chitiet.php?page=12&loai=2&ID=2580
514,Cây gỗ trung bình,Sổ Dilleniaceae,Lọng bàng,Sổ Dilleniales,Dillenia heterosepala,./chitiet.php?page=12&loai=2&ID=2479
515,Cây gỗ nhỏ,Thầu dầu Euphorbiaceae,Lộc mại lá nhỏ,Thầu dầu Euphorbiales,Claoxylon hainanense,./chitiet.php?page=12&loai=2&ID=2512
516,Cây gỗ nhỏ,Lộc vừng Lecythidaceae,Lộc vừng hoa đỏ,Lộc vừng Lecythidales,Barringtonia acutangula,./chitiet.php?page=12&loai=2&ID=3378
517,Cây leo thân gỗ,Cỏ roi ngựa Verbenaceae,Lâm nhung lông,Hoa môi Lamiales,Congea tomentosa,./chitiet.php?page=12&loai=2&ID=3514
518,Cây gỗ nhỏ,Trúc đào Apocynaceae,Lòng mức kontum,Long đởm Gentianales,Wrightia kontumensis,./chitiet.php?page=12&loai=2&ID=3730
519,Cây gỗ lớn,Trôm Sterculiaceae,Lòng mang lá đa dạng,Bông Malvales,Pterospermum diversifolium,./chitiet.php?page=12&loai=2&ID=3558
520,Cây gỗ trung bình,Thầu dầu Euphorbiaceae,Lai,Thầu dầu Euphorbiales,Aleurites moluccana,./chitiet.php?page=12&loai=2&ID=2494
521,Cây phụ sinh,Phong lan Orchidaceae,Lan đa bông trắng,Phong lan Orchidales,Polystachya concreta,./chitiet.php?page=12&loai=2&ID=2441
522,Cây phụ sinh,Phong lan Orchidaceae,Lan đại bao hoa đen,Phong lan Orchidales,Sunipia nigricans,./chitiet.php?page=12&loai=2&ID=2408
523,Cây phụ sinh,Phong lan Orchidaceae,Lan đại bao trung,Phong lan Orchidales,Sunipia annamensis,./chitiet.php?page=12&loai=2&ID=3882
524,Lan đất,Phong lan Orchidaceae,Lan đại phấn,Phong lan Orchidales,Platanthera epiphytica,./chitiet.php?page=12&loai=2&ID=2420
525,Lan đất,Phong lan Orchidaceae,Lan đầm lầy,Phong lan Orchidales,Bromheadia finlaysoniana,./chitiet.php?page=12&loai=2&ID=3963
526,Lan đất,Phong lan Orchidaceae,Lan đầm lầy trung bộ,Phong lan Orchidales,Bromheadia anamensis,./chitiet.php?page=12&loai=2&ID=3685
527,Lan đất,Phong lan Orchidaceae,Lan đất hai cánh,Phong lan Orchidales,Epipactis alatus,./chitiet.php?page=12&loai=2&ID=2385
528,Lan đất,Phong lan Orchidaceae,Lan đất hai hoa,Phong lan Orchidales,Goodyera biflora,./chitiet.php?page=12&loai=2&ID=2391
529,Cây gỗ trung bình,Phong lan Orchidaceae,Lan đất hoa đầu,Phong lan Orchidales,Cephalantheropsis longipes,./chitiet.php?page=12&loai=2&ID=3631
530,Lan đất,Phong lan Orchidaceae,Lan đất hoa dày,Phong lan Orchidales,Geodorum densiflorum,./chitiet.php?page=12&loai=2&ID=3481
531,Cây phụ sinh,Phong lan Orchidaceae,Lan đất nam bộ,Phong lan Orchidales,Geodorum cochinchinense,./chitiet.php?page=12&loai=2&ID=3686
532,Cây phụ sinh,Phong lan Orchidaceae,Lan đơn hành môi lông,Phong lan Orchidales,Monomeria barbata,./chitiet.php?page=12&loai=2&ID=3447
533,Cây phụ sinh,Phong lan Orchidaceae,Lan đuôi chồn bông,Phong lan Orchidales,Cleisomeria lanatum,./chitiet.php?page=12&loai=2&ID=2262
534,Cây phụ sinh,Phong lan Orchidaceae,Lan ba góc đĩa,Phong lan Orchidales,Trias disciflora,./chitiet.php?page=12&loai=2&ID=2416
